adv_policy_vf,eplenmean,eprewmean,pro_policy_vf,test reward
4.4269104,56.46,40.523025697193106,4.3250084,34.32
3.3395336,56.09,40.45449880137486,3.5453339,33.02
3.5866175,56.27,40.07596623544861,3.790874,29.98
3.1725805,55.79,41.082764302384895,3.4038765,34.14
3.2894847,56.31,40.38925168016272,3.4141214,32.5
3.3912327,55.43,41.24573056898804,3.5806637,34.14
3.2378712,55.28,41.30934971477674,3.3916404,33.36
9.659363,54.86,40.39256698656297,8.915989,34.26
21.886402,54.47,39.03100645677721,23.82222,34.14
18.759449,54.6,39.76644226466698,17.974487,35.38
8.023338,54.38,39.94444357375553,6.373981,34.52
3.864461,54.44,41.62733770380382,3.9122212,31.26
22.866465,54.65,40.65556460943481,20.037455,30.64
12.685189,54.36,39.828945485789966,11.942312,35.54
10.855616,54.57,38.12626703398466,9.596889,35.42
5.9192505,54.43,39.700802401452655,5.1018457,31.68
10.184668,54.54,39.37980131704835,9.951039,33.82
3.6997957,55.02,40.195827064585266,3.8657691,31.78
4.0789647,55.85,40.73602151682538,3.9854438,33.04
23.969296,55.74,39.73274572130112,21.663408,32.44
4.349519,54.79,40.749671940796844,4.262056,33.12
3.9825284,54.86,41.11580811197831,3.6581879,35.96
3.4756987,54.17,43.212140444780616,3.6402562,33.46
3.2234702,55.02,42.30918439202381,3.3415158,33.16
4.093436,55.03,41.981820177129606,3.8578851,34.22
3.6059136,54.87,41.611521690283205,3.716106,35.1
4.5060887,55.3,41.2381708965758,4.339205,33.36
12.892912,54.35,40.70302137456874,10.872159,31.82
6.567175,53.61,40.11754915635925,5.969034,34.56
29.626858,53.98,38.60762744082958,28.023613,35.02
15.61711,53.65,38.64188046512339,17.629799,33.28
8.743554,54.87,40.17497629584927,5.990838,34.9
29.42021,54.81,40.27301723470061,31.811281,32.3
5.151933,54.51,40.79155515447094,4.911372,32.36
28.9679,54.92,36.27703531562607,33.340954,32.1
74.21639,53.99,32.48142017113156,79.922676,30.62
52.712543,53.07,31.914555028580526,53.25469,30.54
69.118675,53.22,31.941517802546496,74.56768,25.42
111.33874,53.66,30.24169706455057,127.99974,20.86
194.07808,51.84,19.638963862452734,224.79561,23.96
129.69305,50.56,9.61123279519472,166.69812,25.74
174.3125,52.12,14.645293434797185,185.38815,11.98
88.77009,52.49,20.476553940328426,88.002426,11.42
93.6443,54.17,29.29676815413567,93.92326,18.96
112.36057,53.64,25.677717961109156,110.77331,26.28
88.448654,52.61,25.90574432437555,87.716255,24.1
57.964386,52.73,27.41943456703747,64.52687,29.22
94.30176,52.83,31.913892318350353,98.4685,27.52
11.851181,54.8,35.52401417355646,10.335344,30.82
33.44726,55.76,35.22294579236423,35.36007,30.94
7.328913,56.61,38.509445890532334,8.429346,35.2
44.359978,57.24,36.79768793141363,44.45569,31.12
16.530277,56.01,38.193232791504016,19.17961,25.9
8.922969,55.56,40.187779693328764,8.142682,29.7
27.044437,55.4,39.23269611622925,30.851526,23.64
26.434608,56.72,38.10014462378,20.735182,30.58
43.07543,56.68,35.2178240946942,45.403297,32.22
30.303484,57.92,34.24786666322846,32.057137,30.8
5.417731,58.37,35.48365661270463,5.9248605,22.84
31.728888,58.17,35.78209535871817,28.812403,22.98
27.04856,56.12,37.263542111548446,28.765625,29.68
16.514894,55.68,37.49252124229327,14.238935,27.8
15.472549,57.63,37.08686744519755,17.107218,34.36
5.4910355,57.67,38.70591120587373,5.2116785,28.62
20.881824,58.0,38.58834531661314,26.238268,31.6
5.6478767,56.45,39.64930458655098,5.9268355,35.66
4.6214156,56.58,39.5185118942357,5.062025,32.86
5.3999305,58.13,40.02233913106427,5.4135303,28.42
20.50312,58.45,38.2230903196594,24.258024,31.58
4.653069,58.9,38.14342429955357,4.980958,35.32
9.356666,57.7,37.84702353365001,8.043819,26.32
4.860889,56.59,40.14366883198437,4.623335,32.0
4.135011,55.64,40.65528529866572,4.28541,32.3
4.0478597,56.94,40.611704914889145,4.3357635,31.68
4.408201,57.5,40.38100970375612,4.725301,28.76
15.998687,58.5,38.420402088610835,12.952424,31.86
4.7270527,58.45,38.528507508477794,5.161568,30.36
4.261033,58.3,38.70189752507585,4.5889,32.84
20.083246,57.3,39.96184089923687,21.479954,32.44
4.4846644,57.4,39.52321276642838,4.701784,33.66
4.316783,58.33,38.46541333102346,4.56577,32.3
5.218889,58.77,39.053811155961455,5.406357,30.76
16.255495,57.81,38.3423054620044,15.392959,29.3
5.705258,57.2,38.75917660856532,4.8664203,29.88
4.7929616,57.04,39.26761316817956,4.8743844,33.5
22.039736,57.16,38.810005524281166,21.598845,25.96
3.3947177,57.79,38.63747425414967,3.7187722,31.7
15.489436,58.53,38.34881295512399,14.482453,27.68
17.554977,59.51,37.116609490633124,17.9649,27.98
5.328273,59.51,37.1174129595971,5.1511025,33.58
23.835264,58.62,35.9120896725391,22.13427,28.5
7.0050526,57.03,37.560093181123825,6.3375893,29.22
4.6102195,56.13,38.2666223037951,5.0498877,31.54
5.8422937,57.36,38.656143994798484,5.911009,31.88
14.535163,56.78,38.27116828827407,14.353667,32.12
7.8638716,56.82,38.33016126877679,7.1481857,33.9
4.4796534,56.79,38.78683496701968,4.7474313,32.0
3.7079916,58.54,38.589478452567015,3.7964036,31.62
4.824747,58.28,39.42193388985295,5.134343,29.96
32.262554,58.16,38.52339399744975,37.34038,28.64
8.238694,56.0,39.26020510034518,7.2267685,33.42
18.64514,56.34,38.00985343860823,16.34729,32.02
3.8414981,57.51,39.49759457414852,4.0352325,31.04
4.284161,59.32,37.55799884176483,4.333631,31.96
4.295033,58.74,39.650714885573464,4.446094,29.28
3.985652,58.6,39.69595475891988,4.1189623,28.82
4.004599,58.3,39.879927153189286,4.311969,34.72
4.101185,59.07,38.92578702044545,4.415385,27.52
4.2948585,57.24,40.93114734881724,4.536653,30.62
42.3305,56.95,37.22596870316378,45.37512,33.24
7.3014336,56.49,36.51552274661777,7.4991097,29.4
8.260367,56.79,36.166389218441125,8.60293,30.84
4.7919617,58.18,38.96824553097927,4.896213,32.84
31.670439,59.81,37.732418208657876,32.26378,29.44
24.254036,59.45,36.90198690450448,24.459192,32.7
