adv_policy_vf,eplenmean,eprewmean,pro_policy_vf,test reward
87.30904,74.54,77.23536023284674,80.53626,-66.48
63.494865,72.86,73.29676410252037,59.95792,-68.5
76.52692,72.98,71.54710016244324,73.01037,-61.08
69.27622,72.78,73.00149611733019,62.301987,-63.38
82.29904,74.72,78.39650279247552,74.47885,-64.3
71.08612,74.67,79.17142930763679,68.62983,-56.66
59.085556,77.05,85.0284243429872,55.047455,-60.92
92.421234,76.46,84.03282573670239,87.94286,-54.4
72.09681,75.34,78.72406570295726,69.856804,-59.32
66.4539,77.78,85.23657822307094,61.197678,-66.18
105.66684,76.12,80.36795647529284,94.44708,-61.04
88.47327,78.89,85.84169786119847,81.45857,-55.48
59.494476,80.61,90.26881951845434,58.332573,-65.44
56.498337,79.6,87.3433011004431,51.15873,-65.38
53.270996,81.85,92.87359126583928,51.464752,-63.78
61.293243,81.76,93.57564008049656,59.986004,-65.84
88.65932,77.05,80.28627259968228,71.0326,-69.04
76.159706,76.64,77.12723377499452,76.3331,-61.06
84.74289,74.18,70.59290867231493,80.150024,-66.38
62.040916,74.36,71.21328644586016,56.446133,-63.64
64.46504,76.65,78.43160788311039,60.33071,-59.44
82.7433,79.89,87.89359721025805,52.23496,-68.3
76.68361,81.96,86.9087211165784,59.370045,-65.96
95.29157,85.68,95.06684151828367,86.07356,-56.6
60.87729,83.55,89.14385970806791,57.735268,-68.4
83.383514,83.14,86.51209658550103,61.788578,-66.22
95.646675,83.31,91.43622610669694,99.09132,-56.48
87.5815,82.93,90.26983619699486,83.036995,-56.92
67.75262,82.27,89.9847070194029,56.758488,-49.86
56.3236,83.89,93.13424418539371,47.75474,-63.54
70.50573,79.89,82.7766615324965,64.753555,-63.56
89.68529,79.2,79.82366590597792,77.884865,-72.68
83.42944,78.93,64.74066712317827,55.686844,-66.92
152.33858,76.88,45.05140021924526,78.690544,-74.04
75.69251,76.75,28.057988815079952,39.95493,-71.98
36.04681,72.91,12.684930877554937,27.908884,-71.76
54.615707,76.15,24.288795735758946,39.756886,-68.44
59.694244,76.95,36.987059357897024,55.24963,-64.1
38.186302,80.12,56.806678031828206,33.5216,-64.34
40.44336,81.95,74.38008003198082,31.523293,-70.56
65.46904,84.05,83.09001877263789,26.700592,-70.64
46.911087,82.37,80.22035598348681,35.670593,-70.36
25.3514,81.65,73.88118344351341,22.14732,-70.5
35.07675,81.53,66.17079892142259,25.839022,-63.78
68.96774,79.8,61.28895379845149,62.15198,-64.26
69.08555,76.05,54.52096189906671,66.6214,-68.94
64.18977,74.24,53.95612899271191,52.607845,-68.26
57.130924,76.88,62.954991158596975,48.66588,-68.56
44.49053,75.02,60.025914005343495,41.609993,-63.64
43.398655,79.4,67.65137376055083,39.57506,-65.96
36.548813,77.22,63.52023019676224,35.19102,-65.58
47.51291,73.01,53.227978180513546,45.175045,-68.24
36.514103,74.89,57.392250985041684,35.84603,-60.88
54.943398,69.86,49.13813290429344,47.953873,-68.8
52.682568,76.03,62.41635133135001,45.669685,-68.24
46.047092,77.75,68.49684158082084,39.954323,-63.86
39.72721,77.02,66.50801271059188,34.126556,-66.56
36.7604,81.23,74.67431136294178,36.13834,-61.24
53.438236,78.47,65.5936748379819,40.270252,-72.14
54.07263,75.08,57.302478944265104,42.00589,-68.58
40.889824,76.3,59.43462553325885,35.804893,-67.94
45.22807,77.1,61.22614544865914,44.528393,-62.22
34.518566,75.87,60.814768683037016,34.06527,-62.9
36.83915,78.41,65.75989305919569,35.83171,-69.56
59.86623,77.24,61.39235143430279,44.38768,-70.92
42.738647,78.49,63.67638015963043,43.839874,-68.98
48.057697,73.23,50.84226495287889,47.613453,-70.12
58.98203,75.58,57.60167255665339,58.529106,-71.14
40.30521,74.05,54.0030511036431,38.164047,-70.64
43.472828,76.76,59.03907674159235,42.325024,-68.62
46.850197,75.51,56.38320912045941,44.287094,-68.5
41.51775,74.56,54.65350487886012,39.294968,-64.98
44.26792,73.43,50.621820203370014,40.815456,-63.82
51.509888,74.38,53.416524071927036,50.318314,-68.38
37.83685,74.39,52.174508289910456,34.90627,-69.14
40.878475,76.82,56.12628878780587,37.904106,-69.08
24.322245,76.06,52.812194463205024,25.051247,-68.82
35.572495,75.46,54.17525787615006,31.667646,-64.56
48.289066,79.02,62.96380318924464,38.05197,-69.22
44.912037,76.03,58.22471114844088,41.74919,-66.96
36.176365,77.67,61.94504220240402,35.508526,-68.36
46.974148,77.91,60.74784780278059,36.41897,-67.54
36.45858,78.12,61.09885259256705,33.864693,-71.0
54.579193,76.29,55.8775003358631,47.695103,-70.9
38.220284,72.65,46.90036493269619,36.26734,-69.24
41.20002,73.4,50.509987940773975,41.70421,-71.26
46.54478,72.97,47.2980981101716,43.2663,-72.2
53.587284,71.94,42.142457845624925,51.492203,-71.76
39.577778,76.61,52.506733969694196,38.89168,-71.6
38.799973,76.97,52.080983796051235,39.113754,-71.38
62.93532,77.85,56.03649560139272,62.04905,-67.7
37.550526,78.51,56.92475389870282,34.10871,-62.26
37.88047,75.14,48.994567964871024,31.847914,-68.92
87.55979,73.51,45.0802518108301,79.65185,-71.84
84.772446,75.37,47.128870713256504,84.31148,-69.54
71.6147,78.21,49.35090409372126,65.956215,-67.56
61.68922,80.15,49.015519901106614,51.11059,-67.92
52.166256,80.66,45.91094348442493,43.27831,-64.66
47.63215,76.84,33.99888650501616,40.06294,-62.94
56.443794,75.87,26.803828415835373,50.965374,-70.5
52.363655,74.61,28.8362851496608,45.981453,-69.78
49.418686,76.54,36.31021250149286,48.181896,-71.18
47.891174,77.53,47.32028821877205,49.04645,-71.72
49.55141,78.81,57.33948698268949,49.55176,-69.4
47.68095,79.61,59.406862950702134,43.135952,-64.6
59.5653,77.57,53.470058043292596,54.3472,-58.26
37.20896,78.21,55.73421406308121,37.38845,-64.3
29.56673,78.55,57.62906604269123,27.891987,-69.84
31.296675,83.31,67.52145295123367,34.526855,-71.58
44.72473,83.13,70.36280461812223,38.387905,-68.44
37.101337,76.91,55.07497164708774,35.019432,-70.88
33.850018,73.78,48.814701081647996,31.589752,-61.56
29.892206,68.57,40.222244231530006,28.912802,-66.26
61.614517,70.26,47.90872325713769,53.433613,-71.34
35.659107,72.59,56.1558234941312,33.702393,-70.92
39.005077,73.52,56.99878332797647,33.467625,-70.68
40.61646,74.84,59.96755788522403,42.376656,-71.38
40.573902,77.72,62.52056208204593,39.376633,-71.72
46.234554,75.13,54.400880981628,38.99542,-69.36
30.075014,77.29,60.23210956511471,28.376053,-70.7
22.99188,79.87,64.86148179049314,26.351774,-71.02
32.508472,77.74,65.28766164016221,34.860218,-70.88
37.312466,79.19,69.02062008682522,38.54386,-69.38
43.197693,77.74,65.41016192794014,42.490517,-67.52
49.50496,73.66,55.380248039698834,49.174957,-69.7
36.53892,64.44,33.8346780920873,33.9932,-69.24
38.00786,62.68,31.051358914685544,34.462517,-66.84
43.101913,64.99,35.37242622864725,40.081497,-69.8
62.79406,67.59,38.24145849857584,56.739784,-70.72
33.49674,72.03,49.15384797513856,36.060593,-69.44
36.62471,77.02,60.93880572103477,34.909847,-68.74
67.05466,77.25,61.218217034431916,43.3944,-68.82
26.991995,76.26,59.14202844953463,26.511438,-70.06
40.468216,73.17,50.80384732419283,36.769154,-71.3
31.372944,72.66,49.60200889760973,31.217901,-71.32
33.457893,73.84,54.20399336698335,31.192245,-71.68
27.460648,74.92,54.928165191692116,23.140827,-66.66
25.385216,75.55,58.913642300873555,24.983286,-70.92
29.921812,74.87,59.98787559903099,30.527094,-71.44
38.33246,72.41,55.88526361710631,38.947754,-68.58
25.323044,70.39,51.08432247379682,23.772131,-69.12
28.11871,70.42,50.108248805235014,28.485363,-71.3
36.95815,73.93,56.874127890500205,34.337475,-69.06
25.22309,74.75,58.348080176363965,25.739548,-68.8
29.454859,78.45,66.95286835699127,30.151012,-68.2
36.286358,75.16,62.066202778535825,32.89191,-66.66
28.962929,75.85,63.79966271619294,22.158487,-70.5
48.331165,77.37,66.45311409223306,40.912376,-68.64
53.624348,78.01,69.86572534151912,45.031338,-68.98
41.595936,77.56,67.4533644083429,35.957676,-69.96
44.506485,73.12,56.34596912474697,40.774822,-70.18
31.590807,74.18,61.1107342240656,31.500742,-71.36
38.604427,74.1,59.600338765216485,37.127922,-70.68
37.374626,71.46,55.455720733470706,35.96924,-68.08
24.019844,69.29,52.22093366573761,22.617895,-68.92
60.046726,72.12,60.2487478205229,55.202515,-67.08
50.020557,72.68,63.19429188445643,44.200214,-67.74
57.687798,70.65,56.94967012041008,57.469254,-68.62
40.925903,70.8,55.370046225538175,36.74926,-69.32
46.12222,66.95,45.53751080156599,44.245773,-68.42
46.11784,66.27,42.086426796891516,40.42206,-64.26
46.461384,66.34,44.03496771756396,42.07309,-70.56
44.198566,67.95,46.58803021288159,40.967773,-71.96
46.28688,64.47,42.3027874820781,43.91732,-70.84
44.089283,64.83,41.16854920216354,40.517334,-65.78
40.88167,64.26,40.28856600249233,40.531048,-63.7
41.621956,65.61,41.58720322537245,40.27888,-69.2
39.716675,67.62,48.888735655335864,38.580486,-61.84
41.478508,68.11,50.27935999250919,38.19075,-69.42
51.800938,72.33,60.20884406904037,51.748043,-64.16
46.19068,71.77,57.541222715049834,40.965378,-71.32
55.388138,72.62,60.89325424476694,53.072628,-66.68
36.946266,75.78,70.7806979987779,36.88584,-67.3
41.950745,76.6,75.2517588794405,45.19008,-65.44
49.00953,75.68,74.36658600334046,46.135437,-69.8
28.27068,72.42,64.13947137577055,28.738373,-68.7
32.4287,73.46,64.96713023468155,30.502787,-59.88
38.247658,73.01,61.468249598775955,34.60358,-68.58
41.893494,72.0,55.942839360800335,42.197247,-65.92
36.510445,71.03,52.92141964626262,32.153725,-69.86
45.31935,71.02,52.40178660005232,41.5507,-66.8
35.319534,68.69,53.09196459999528,34.21784,-66.34
36.149376,65.25,44.15904961792231,34.116665,-65.34
49.943638,67.75,51.681849423925996,43.833218,-63.58
36.731586,67.52,49.83391998361052,31.689888,-67.08
34.282646,68.43,51.85276407885875,34.00439,-60.36
34.4897,72.45,61.65619457381493,32.862644,-68.9
33.631687,69.98,57.258388876276214,32.78713,-64.16
38.082382,68.09,53.91372383689343,34.11687,-62.06
36.33587,69.71,58.034781242873066,34.97428,-62.34
28.95253,68.13,55.61301018383067,26.204567,-62.62
29.175377,68.17,54.82454083513897,29.669579,-61.64
33.40236,66.84,51.70664194773768,26.15368,-58.78
27.3179,69.2,58.86734530163552,25.642561,-65.42
37.37074,71.8,65.47166947902264,35.03468,-58.0
41.250294,76.11,75.65687488716239,40.723324,-56.48
27.929842,72.4,68.58055627946365,28.103386,-51.08
41.105053,72.73,70.90928849319515,39.739937,-56.58
44.177338,71.59,66.0340568849169,39.834095,-61.78
39.197704,71.07,62.96884779249618,37.0543,-64.14
38.369907,74.26,69.8597729392196,36.544544,-61.06
24.056,72.57,65.33438380499555,23.454594,-64.64
44.51383,74.23,67.25983040228029,41.619827,-57.94
35.333717,75.33,72.09663501293109,34.546852,-55.8
28.521524,77.09,77.78916266148421,29.015423,-59.2
31.914972,78.67,82.23073305480986,30.49785,-58.5
32.997242,73.34,70.54490841373959,30.873606,-65.42
31.635235,71.87,64.53078542690321,31.820526,-58.88
28.455683,69.53,59.562111219514726,27.14333,-55.12
38.563248,71.75,65.9376527870759,36.95465,-63.24
32.048912,70.82,64.4461798338476,31.690714,-65.66
27.578794,72.27,69.83159453502876,26.616146,-59.06
25.298737,71.41,66.0318376721083,26.72892,-59.92
28.025238,71.96,66.34929412198146,25.691835,-55.98
38.23533,73.87,69.45608022430696,35.94956,-60.76
25.410053,70.95,64.33701308390776,24.936941,-60.46
33.813896,70.93,63.71698114239044,34.898067,-53.38
23.822157,67.99,57.42029456760766,25.232016,-54.98
22.017036,70.32,64.04210979463093,19.79361,-36.12
12.290095,68.35,60.73583361510806,10.9278555,-45.38
10.912107,64.14,51.91050826585885,10.344816,-57.74
22.442583,64.24,50.772344577733705,22.691843,-51.4
19.26933,68.47,60.00126450865214,21.107435,-51.92
29.704552,73.41,68.54531248263092,25.7199,-59.84
29.571316,73.06,66.01654966555964,29.00344,-54.76
21.641945,74.44,67.71527428554887,23.05927,-47.18
22.005962,69.83,57.91561323361229,20.623112,-57.44
25.868547,68.36,51.68650954658406,22.31824,-60.12
25.565706,65.12,48.63996214188293,22.193468,-60.16
19.389803,64.8,51.0506863557186,18.015917,-58.62
28.215454,68.23,59.53102036862584,27.834703,-53.9
19.205168,66.62,56.577806401649426,19.293068,-56.32
26.908041,67.52,57.97233748969724,27.433086,-61.9
16.117762,67.05,55.8731620119703,16.08805,-59.78
25.697521,67.56,56.525674988522425,25.073393,-60.4
18.093643,71.11,64.16752294016456,19.191399,-57.36
19.907516,71.21,63.355992398522886,19.462605,-54.36
19.065573,70.54,63.7577241172321,18.02065,-50.5
37.27615,69.86,63.91994651226252,32.87255,-52.92
21.382063,70.58,65.09510154729398,23.722136,-58.5
17.64752,68.93,59.63905316894824,16.664259,-51.26
21.060232,67.76,55.58720262779502,20.868,-51.46
21.978043,65.45,50.03833399875981,24.13295,-48.22
23.678078,66.35,52.877732040537424,22.808455,-54.22
17.9527,69.19,60.93593724751264,19.400791,-47.66
28.094496,71.14,65.98348076912747,26.955517,-52.24
16.951693,70.58,65.92904353795213,16.387295,-60.24
14.331813,70.91,67.86432805347133,14.275366,-54.92
26.037773,72.92,72.70935730266649,27.076492,-58.12
30.114008,67.2,55.39831297910436,23.814503,-52.34
25.768326,67.38,54.75428475587236,25.122686,-55.24
25.603785,62.92,42.16377822456413,24.798372,-52.08
15.05765,65.28,49.66487650301815,14.997769,-50.8
27.789165,69.57,60.641165639426546,25.70824,-55.42
14.458669,71.56,66.5393963624254,14.212457,-53.18
15.049908,66.96,56.41535972042912,14.756097,-50.34
16.364029,64.7,54.080897678218186,17.178328,-50.3
16.045067,64.6,51.91840815143344,16.206507,-47.94
21.73022,67.02,55.922651961065604,21.332067,-50.94
18.44665,67.89,58.33796287063394,16.880623,-49.24
23.251669,68.24,53.613090015148785,22.286732,-49.78
13.148556,69.68,59.39207794289057,12.201282,-46.0
15.239032,73.05,66.72226733596574,12.543063,-52.66
20.746044,76.08,70.34803031126611,17.279495,-45.64
20.729998,76.36,74.4930310366752,20.929525,-47.84
21.293055,76.61,69.68870282894287,19.076061,-45.12
44.08391,74.22,63.77634484754533,33.222145,-58.5
17.528421,73.18,57.251060427130554,16.663212,-42.2
28.926268,72.94,54.838856532063325,22.781382,-49.76
16.61674,72.53,60.941733026258625,16.821712,-52.58
21.013649,75.58,70.72879007094744,19.64344,-50.8
14.529791,74.05,74.3931497991581,14.234534,-51.96
19.36659,78.83,86.50560399143745,17.873936,-57.28
32.076424,73.3,71.01663391230485,25.829674,-49.3
15.370984,74.75,75.09154211986733,13.293106,-54.04
30.498251,68.92,59.02956924851362,21.596699,-51.02
16.424929,70.19,59.61606535862233,15.075408,-57.18
26.822958,71.99,61.31813754112082,22.642105,-54.4
47.54134,75.04,65.67303775542202,42.274143,-48.68
33.223225,75.87,66.6075073553541,26.61959,-60.0
26.2191,76.61,68.15012021541241,25.443289,-65.22
25.174608,78.19,71.9271312024432,23.244017,-57.78
43.97067,76.54,66.26083116667681,38.75311,-62.36
31.698345,76.04,65.10452550421063,30.296608,-61.62
36.375557,76.82,67.77819188240723,31.006735,-59.86
29.90863,75.34,64.00666942945033,26.32563,-59.9
53.63263,75.86,63.485092547412385,55.59753,-69.48
42.561157,77.15,62.83536148798015,38.602486,-60.56
33.89998,72.83,50.95821034101824,33.290855,-64.06
57.61904,72.63,52.56136901599881,48.151615,-66.06
59.124413,73.18,55.11024514555506,48.336906,-55.12
33.189915,74.27,61.62970147595395,27.75263,-57.94
36.552544,74.25,62.768510100139665,30.328438,-58.66
36.098522,75.37,62.49642564024385,28.5626,-70.62
41.341408,78.09,68.85862258036632,36.185654,-64.48
38.49071,77.73,67.59317602654555,37.380733,-61.78
56.411194,72.69,53.551721465739405,55.00307,-54.02
38.40759,72.69,53.0767230326744,35.958454,-59.24
61.6345,69.71,42.927389268409605,61.056202,-58.7
52.570732,69.71,45.980303174311395,45.766693,-60.68
47.27941,71.79,51.913046859153745,37.984962,-64.84
43.790356,69.65,46.00645840735858,40.07725,-56.6
32.958893,71.16,53.762798569495764,29.665312,-61.62
62.16301,71.69,51.70838168410174,45.709076,-47.0
48.484787,69.14,40.68323823715024,43.444897,-57.96
39.339756,74.1,51.47758779567902,37.737602,-57.96
51.283993,71.92,46.83143429825885,50.712624,-65.42
51.94742,74.65,55.59225317382409,48.8935,-66.24
43.648403,74.78,57.54789664716759,38.140533,-61.2
58.989708,76.95,63.85176188992168,51.31588,-61.38
43.294846,76.99,64.97154392345382,41.689,-63.96
61.716003,76.68,62.63482388522898,54.62118,-69.5
43.94341,77.61,61.57437543951022,40.98837,-72.46
33.477974,75.28,53.39826879184472,28.670374,-62.18
32.887394,73.98,47.57631678357514,24.602715,-64.52
40.271454,74.74,55.390205681743716,31.63972,-61.24
28.873095,73.45,51.942666716970436,23.784431,-61.92
33.42561,74.03,54.17793638530657,29.436363,-60.4
45.81357,73.96,53.10971712093679,44.51528,-58.8
40.085873,73.45,51.883048602625706,35.653366,-61.36
32.83705,74.9,54.31854853847283,31.304907,-55.04
36.05263,74.43,52.89370539244724,32.346893,-52.24
40.995293,70.47,43.00791613533198,34.91366,-60.9
37.216705,67.79,41.12603540471202,37.73565,-55.48
34.590393,69.09,49.56919728392268,32.35448,-63.2
38.617672,67.22,46.274764261750946,41.2199,-53.48
25.633018,67.06,44.334449571273254,24.134615,-53.7
31.47194,65.83,41.41785141135769,31.327608,-64.2
21.07299,68.01,45.778259207004346,20.345705,-57.56
36.716377,68.62,47.82038468609354,32.533916,-57.48
31.28291,68.68,49.62920995963741,31.54066,-64.94
27.698395,69.82,55.767057106552684,26.134445,-56.96
25.945807,68.61,51.05000194962543,24.331604,-52.64
28.822664,66.58,47.64662363217637,24.513676,-57.66
42.76392,68.08,46.4489357774699,43.37086,-58.42
30.367214,69.8,51.10887755310481,29.952713,-64.16
27.432276,73.73,61.138127421527535,27.951172,-51.66
32.073963,73.81,63.04270012262174,29.560556,-56.82
46.17617,71.24,56.62017981042161,38.79263,-60.9
26.275259,67.7,49.20513652433378,26.457489,-65.72
28.141432,68.08,46.92468187443858,29.463882,-53.92
22.862843,70.87,53.41780664717191,22.920107,-55.88
37.097504,71.62,56.434020488107045,37.225933,-64.26
32.46844,73.96,63.03169282248596,30.181744,-55.78
29.078661,71.89,61.01955606614996,29.548977,-60.36
17.82838,66.34,47.22711488809358,16.964363,-53.94
36.669468,69.5,53.79152958572176,40.124287,-57.46
33.95278,69.66,56.4196540350926,31.639183,-54.28
29.619324,73.49,66.31503036992075,30.07564,-55.58
31.283445,72.76,63.809502610953444,35.447433,-55.16
29.42641,68.97,51.95091727846686,29.01234,-66.1
20.075977,70.21,56.212265443267434,22.069,-67.06
31.772861,70.14,57.00690729452498,31.087368,-65.42
23.344889,72.71,63.77945284852301,23.698997,-55.18
36.92286,68.65,53.0546770901849,32.48258,-56.74
28.396202,70.32,59.427274037316856,28.264875,-56.6
30.52749,71.43,62.474716057553614,29.778965,-59.06
34.50815,72.48,65.53851363182777,34.271122,-58.5
34.682777,72.04,62.584716645430824,34.84848,-56.72
31.669912,68.12,49.77862695592775,31.14076,-63.12
33.672558,64.53,39.3165979092652,32.649162,-55.66
27.888672,65.39,40.985135989937326,27.284824,-53.54
24.914547,71.58,56.523034465721665,25.167316,-63.1
